@relation clean_data_v2

@attribute WIND numeric
@attribute IND numeric
@attribute RAIN numeric
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric
@attribute MONTH numeric

@data
4.92,0,0,0,11,0,3,-1.6,3
4.38,0,0,0,11.6,1,-0.6,-4,3
6.71,0,0,0,12,0,3.5,-2.5,3
13.7,0,0,0,9.5,0,4.5,4,3
15,0,0,0,7,0,6,4.5,3
4.83,0,0,0,8.8,0,5.5,4.1,3
2.88,0,0,0,11,0,5.5,5,3
2.42,0,0,0,7.5,0,2,-1.4,3
4.33,0,0,0,8.5,0,6,5.1,3
2.33,0,0,0,10.9,0,0.9,-2.4,3
2.21,0,0,0,11.3,0,0.8,-3,3
6.25,0,0,0,14.2,0,4,-0.5,3
8.38,0,1.6,0,11,0,5.7,2.5,4
9.17,4,0,0,11.9,0,7.6,5.6,4
5.29,0,0,0,13.3,0,0.6,2.736547,4
4.75,0,0,0,15.4,0,6.6,2,4
4.25,0,0,0,13.4,0,5.8,-0.5,4
6.87,0,0,0,11.6,0,4.1,-2.1,4
5.17,0,0,0,13.2,0,5.6,0.3,4
5.09,0,0,0,13.8,0,4.2,-2,4
3.92,0,0,0,12.5,0,5.4,-1,4
3.37,0,12,0,13.5,0,2.5,-1.8,4
8.63,1,10.5,0,10.9,0,7.1,2.2,4
11.92,0,0,0,12,0,7.4,2.2,4
8,0,0,0,8,0,6.4,3.2,4
6.75,0,0,0,10,0,4,-1.5,4
1.83,0,0,0,14,1,-0.3,-6.5,4
2.96,4,0,0,14.9,0,1.4,-4.8,4
2.75,0,0,0,10.9,0,3.6,-1.8,4
2.25,0,0,0,12.8,0,0.4,-6,4
2.96,0,0,0,10.5,0,0.6,-6,4
1.33,0,0,0,10.5,0,6,2.7,4
3.29,0,0,0,11.6,0,1.5,-5.5,4
2.21,0,0,0,13.5,0,0.6,-6,4
3.33,0,0,0,13.8,0,3.5,-3,4
3.29,0,0,0,13,0,2.5,-4,4
4.79,0,0,0,11.5,0,2.4,-4,4
7.62,0,0,0,10.2,0,6,1,4
9.5,0,0.2,0,9.3,0,5.2,-2.5,4
11.75,0,0.3,0,10,0,5.1,-0.6,4
4.33,4,0,0,10.4,0,5.1,2,4
7.41,0,22.7,0,11.6,1,-0.1,-8.8,4
13.7,0,0.8,0,10.6,0,5,2.5,5
8.71,1,0.9,0,10.6,0,3.4,-2,5
14.54,1,7.1,0,11.7,0,5.9,3,5
12.92,4,0,0,9.2,0,7.4,-0.1,5
10.29,4,0,0,11.4,0,7,2,5
5.91,4,0,0,12,0,2.7,-4.5,5
6.58,0,0.4,0,13.3,0,1.2,-6.2,5
13,0,2.9,0,12.5,0,8,2.5,5
18.58,0,13.8,0,10.3,0,6.9,-2.8,5
13.54,0,1.3,0,11.4,0,7,-2.5,5
5.58,0,1,0,14.1,0,4,0,5
17.5,0,6.1,0,12.2,0,9,5.5,5
12.92,0,0.7,0,15,0,9.5,6.3,5
9.13,4,0,0,16.6,0,4.9,-0.2,5
10.79,4,0,0,17.4,0,10.1,7,5
7.54,0,2.2,0,13,0,11,7.9,5
8.92,0,14.3,0,13.7,0,8.2,4.1,5
2.67,0,3.9,0,15,0,10.5,8.5,5
5.91,0,0,0,17.8,0,5.4,0.8,5
9.96,0,0.1,0,18.5,0,11.3,8.1,5
8.58,0,1,0,18,0,10.2,7.1,5
14.62,0,4.3,0,14.8,0,8.5,5.4,5
14.92,4,0,0,14.3,0,8.6,5.9,5
11.38,0,0,0,14.6,0,9,5.6,5
1.58,0,0,0,15.1,0,8.8,5.5,5
2.37,4,0,0,14.6,0,7.5,2,5
6.17,4,0,0,16.6,0,9.6,7.6,5
12.58,0,0.1,0,15.6,0,9.7,7,5
6.46,0,0,0,14.1,0,3.8,-1.8,5
6.71,0,1.6,0,14,0,5.6,-1.2,5
6.04,4,0,0,17,0,10,7,5
9.33,4,0,0,18.2,0,12.5,12,6
12.04,0,0,0,16.6,0,11.2,8,6
9.21,0,0,0,15.2,0,6.4,2.1,6
5.63,0,2.4,0,14.1,0,9.5,7,6
11.75,0,4.1,0,15.6,0,9.4,6.5,6
17.5,0,1.3,0,13.5,0,6,2.5,6
10.21,0,0.1,0,15,0,6,2.2,6
7.21,0,6.7,0,14.6,0,7.5,3,6
10.34,0,7.2,0,12.5,0,7.5,3,6
11.38,0,0,0,15.5,0,5,0.5,6
14.12,0,0,0,21.2,0,8.5,4.6,6
3.42,0,0,0,17.3,0,13.4,9.5,6
5.33,0,0,0,18.4,0,8.4,2,6
4.25,0,0,0,19.1,0,7.2,0.5,6
3.29,0,0,0,18.8,0,9.1,6,6
2.37,0,6.5,0,17.2,0,9.2,5,6
6.17,0,1.2,0,16,0,12.4,9.8,6
7.46,0,0.3,0,15,0,9.7,9.7,6
5.75,0,0.2,0,18,0,12,10,6
7.38,0,0,0,19.4,0,12.3,8.2,6
6.08,0,0,0,23.2,0,10.8,6.5,6
11.54,0,0,0,17.5,0,12,8.5,6
8.5,0,0,0,17.3,0,12.2,8.6,6
6.87,0,0,0,17.6,0,12.7,8.9,6
8.42,0,0,0,15.9,0,11.3,6.6,6
11.38,0,0,0,14.9,0,12,7.2,6
10.29,0,0,0,14.9,0,11.3,8.9,6
4.17,0,0,0,15.6,0,10.6,7,6
3.17,0,0.9,0,16.8,0,8.6,4.2,6
5.25,0,3.2,0,19.4,0,8.6,3.6,6
12.96,0,1.9,0,18.9,0,10.7,7.4,7
7.58,0,9.3,0,13.7,0,8.5,3.6,7
8.21,0,10.2,0,17,0,11.6,8.9,7
12.42,0,0.1,0,18.1,0,13.2,10,7
7.41,4,0,0,18.6,0,8.5,4.9,7
7,4,0,0,20.7,0,14.5,10.8,7
7.96,0,0.3,0,20.7,0,15.2,11.5,7
10.41,0,7,0,20.1,0,11.8,8,7
11.54,0,0.3,0,21.3,0,13.3,10.2,7
10.67,0,1.1,0,19.7,0,10.4,6.2,7
5.91,0,13.1,0,16.6,0,10,5.8,7
7.62,0,8.3,0,16.2,0,8.5,4.5,7
12.5,0,4.2,0,19.5,0,12,8.8,7
11.17,0,0,0,16.5,0,12.6,9,7
7.12,0,0.2,0,18.3,0,9,4.8,7
7.5,0,0,0,20,0,8.6,3.5,7
13.17,0,0,0,20.6,0,13.5,9.5,7
11.71,0,0,0,21.5,0,14.5,11.2,7
16.29,0,0,0,22.2,0,12,7.7,7
17.29,0,0.8,0,19.6,0,15,11.5,7
10.08,0,0,0,17.6,0,10,4,7
8.58,4,0,0,18.3,0,12,6,7
7.87,0,1,0,18.1,0,8.1,1.9,7
6.79,0,0.1,0,17.8,0,11.4,6.1,7
10.63,0,0.2,0,18.7,0,13.9,11,7
11.29,0,0,0,18.8,0,10.2,11.1,7
8.5,0,9,0,19.5,0,12.5,8.5,7
6,0,15.4,0,21.6,0,11.9,9.5,7
3.13,0,8.5,0,16.7,0,13.5,11,7
5.96,0,0,0,18,0,9.5,5,8
6.83,0,0,0,17.8,0,9.1,2.5,8
2.5,0,0,0,18,0,12,5,8
3.79,0,0,0,18.3,0,8.5,2,8
4.17,0,1.6,0,21.5,0,7.7,1.5,8
5.29,0,1.3,0,19.5,0,14.5,10.1,8
7.12,0,1.7,0,20.2,0,14.5,9.5,8
5.71,0,0.2,0,18.6,0,13.3,10.1,8
7.62,0,3.6,0,16.6,0,11.5,7.4,8
11.38,0,0.6,0,19.1,0,10.9,6.3,8
7,0,2.7,0,18.2,0,8.9,3.5,8
10.63,4,0,0,19,0,12.8,8.8,8
4.79,0,0.2,0,17.5,0,10,7,8
10.25,0,0.2,0,21,0,11,3.6,8
14.25,0,0,0,22.1,0,14,9.4,8
10.96,0,1.1,0,19.4,0,13.8,9.5,8
5.88,0,1.2,0,18.5,0,9.5,3.5,8
5.46,4,0,0,17.5,0,9.5,5,8
4.54,0,0,0,18,0,6,-0.1,8
8.87,0,0,0,20.4,0,12.1,6.6,8
7.83,0,0,0,19.2,0,14.9,11,8
4.92,0,1.2,0,17.9,0,14,10.9,8
9.59,0,0.4,0,22.4,0,14.8,7.7,8
10.04,0,2.1,0,20.6,0,12.2,11,8
10.54,0,1.6,0,19.2,0,14,11.1,8
6.67,0,9,0,15.6,0,9,1.4,8
8.5,0,0.4,0,17.5,0,6.5,0.4,8
7.71,0,1.4,0,17,0,11.5,6.3,8
7.46,0,0,0,17.5,0,12,9.5,8
7.46,0,0,0,16.4,0,12.9,6,8
3.33,0,5.3,0,14.2,0,12.5,8,8
4.42,0,8.8,0,15.6,0,11.6,6.8,9
12.92,0,31,0,13.9,0,7.6,-1,9
10.54,0,0.2,0,17.6,0,10,6,9
12.79,0,2.1,0,15.8,0,11.3,7.2,9
8.04,0,2.5,0,15.6,0,10,4.4,9
8.29,0,7.4,0,16.8,0,9.2,3.8,9
16.21,0,4.3,0,14.4,0,11.2,7.9,9
10.88,0,1.2,0,17,0,10.1,5,9
6.92,0,0.7,0,18,0,9.9,4,9
8,0,0.8,0,18,0,11,4.4,9
9.13,0,36,0,15.4,0,12.2,6.5,9
9.42,0,1.5,0,16,0,12.9,9.2,9
10.37,0,0.3,0,17.7,0,14.1,10.8,9
5.46,0,4.8,0,15,0,8.5,0.6,9
2.79,0,0.1,0,16.8,0,11,9,9
6.13,0,1,0,17.7,0,11,2,9
7.67,4,0,0,15.3,0,11.6,6.4,9
4.58,4,0,0,15.7,0,4.2,-5.5,9
9.5,4,0,0,16.4,0,7.4,2.5,9
9.67,0,0.4,0,15.2,0,8.4,1,9
13.37,0,1.5,0,14.2,0,8,0,9
12.21,0,2.9,0,16.6,0,7.5,1.6,9
11.17,0,10.1,0,14.3,0,9,5,9
10.25,0,2.2,0,12.5,0,6,3,9
13,0,0.2,0,12.8,0,6,2.1,9
8.04,0,0,0,10.9,0,4.5,-0.6,9
6.46,0,0.1,0,10.7,0,5.5,1.4,9
8.38,0,0.3,0,11,0,2.6,-3.7,9
7.83,4,0,0,11.5,0,4.2,-1.7,9
7.46,0,0.4,0,13.5,0,2.1,-5.5,9
6.79,0,3.3,0,11.3,0,2.1,-5.5,10
13.92,0,1.6,0,11.2,0,6,3,10
9.92,0,0.2,0,12.4,0,5.2,-0.5,10
10.17,0,0,0,12,0,5.2,-0.5,10
9.62,0,4,0,12.2,0,6.3,1.6,10
13.29,0,1,0,10.6,0,5.9,-3,10
12.67,0,0.8,0,12,0,4.5,-1,10
9.33,0,0,0,13.6,0,6.7,1.2,10
8.38,0,0.1,0,12.4,0,4.4,-3.5,10
10,0,0,0,12.5,0,4,-2.8,10
9.75,0,0.4,0,11,0,4.6,-2.5,10
8.33,0,0.3,0,11.2,0,3.8,-2.7,10
8.17,0,1.9,0,11.4,0,8.5,4.5,10
4,0,0.2,0,12.2,0,8.5,4.9,10
3.37,4,0,0,12.6,0,9,7,10
5.41,4,0,0,10.8,0,7.7,1.4,10
7.87,0,4.1,0,13.8,0,7.4,1.2,10
14.37,0,2.1,0,12.6,0,7.5,2.1,10
11.71,0,3.4,0,8.7,0,4.4,-2,10
15.59,0,0.4,0,9.3,0,4.1,-2.1,10
11.87,0,0,0,9.8,0,3.4,-3.8,10
10.96,0,0,0,10.6,0,2.5,-4.5,10
8.87,0,0,0,11,0,4,-3,10
10.79,0,0.1,0,10.8,0,4.3,-5.5,10
13.67,0,0.4,0,11.4,0,7.5,3,10
15.59,0,0.2,0,13.1,0,8,4.4,10
22.29,4,0,0,10,0,8.5,3.3,10
15.92,4,0,0,7.8,0,4.3,-2.9,10
13.13,0,0,0,8,0,3.9,-3,10
11.42,0,0.2,0,11,0,1.8,-5.5,10
8.54,0,0.6,0,12.4,0,5.5,4,10
6.92,0,0.6,0,12.4,0,7.2,1.2,11
9.21,0,0.6,0,12.3,0,9.9,2.2,11
12.71,0,4,0,7.3,0,4,2.736547,11
5.96,0,0,0,10.2,0,1.6,-5.5,11
6.79,0,4.8,0,10.1,0,0.1,-7.5,11
5.41,0,0.4,0,10.7,0,4.3,1.8,11
5.33,0,0.7,0,12.6,0,8,2.5,11
11.21,0,1.4,0,13.5,0,8,5,11
20.04,0,0,0,12.6,0,8.6,4,11
19.25,0,5.1,0,11.2,0,4.5,-1.5,11
20.21,1,0.7,0,8.6,0,4.5,-1,11
11.75,0,0.8,0,10.3,0,1.8,-4,11
12.79,0,1.9,0,11.8,0,3.7,-3.5,11
19.08,0,0.1,0,10.2,0,8,1.9,11
10.63,4,0,0,9.7,0,6.1,0,11
9.62,4,0,0,8.6,1,-2.9,-11.4,11
5.88,0,0,0,9.3,1,-2,-11,11
8.25,0,0,0,4.1,1,-1.5,-10.5,11
4.71,0,0,0,6.8,1,-0.9,-9.5,11
14.29,0,0,0,7.5,1,-1,-2,11
9.25,0,0.2,0,8.2,0,4.4,-2,11
4.83,0,7.8,0,8,0,2.4,-7,11
9.71,0,13.2,0,9.5,0,2.2,-4.5,11
18,0,0.1,0,9.6,0,2.5,-6,11
17.79,4,0,0,7.7,0,3.2,-3.6,11
6.96,4,0,0,9,0,3.9,-2.8,11
22.5,0,2.8,0,9.3,0,3.7,0.7,11
20.67,4,0,0,8.2,0,3.4,-2,11
9.96,0,2.9,0,10.4,0,1.9,-5,11
13.29,0,0.1,0,12.7,0,4,-0.9,11
14.62,0,0.2,0,13.6,0,7,3.8,12
9.87,0,0,0,12.3,0,11.5,6.5,12
12.04,0,0,0,13.8,0,7.4,1.4,12
17.41,0,0.3,0,8.5,0,6.1,-0.5,12
15.75,0,0,0,9.5,0,5.3,-1.6,12
17.04,0,0,0,12,0,6,1,12
21.67,0,0.2,0,12,0,6.7,5,12
14.92,0,0,0,12,0,11,7,12
17.46,0,5.2,0,6.7,0,3.5,-3,12
20.21,0,2.2,0,7,0,1.7,-5.5,12
13.75,0,2.7,0,10,0,2.2,-2.6,12
17.58,0,1.1,0,10.7,0,1.8,-0.8,12
13.13,0,1,0,10.1,0,8.2,3.1,12
14.88,0,0,0,8.5,0,6.3,-0.4,12
10.58,0,1.4,0,10.2,0,3.9,-4,12
20.79,0,1.5,0,8.4,0,4.6,-1.5,12
16.66,0,0.4,0,10.2,0,2.5,-3.5,12
18.63,0,0.1,0,12,0,2,1.8,12
17.46,0,0,0,13.7,0,8.5,5.5,12
16.25,0,0.4,0,13,0,12,5,12
15.21,0,0,0,13.9,0,9.3,2,12
17.75,0,0.7,0,12.1,0,10,1.6,12
11.12,0,0.1,0,13.6,0,4.2,-4,12
17.83,0,3.3,0,13.8,0,4,-3,12
19.5,0,4.1,0,11.8,0,9.5,4.2,12
20.5,0,2.1,0,14.1,0,7.5,1.1,12
14.96,0,0.1,0,8.4,0,7.4,1.2,12
11.08,0,0.2,0,13,1,-0.1,-9,12
15.25,0,0,0,13,0,4.5,3.6,12
8.12,0,0.1,0,10.1,0,7.5,2,1
8.58,0,0.1,0,10,0,7,0,1
9.96,0,0,0,8,0,6,2.736547,1
16.38,0,0,0,11.7,0,5,-2.5,1
21.59,0,0.2,0,11.2,0,7,5.8,1
19.12,0,7.3,0,10.7,0,9,4.1,1
10.88,0,4.6,0,9.6,0,5.5,-0.5,1
10.63,4,0,0,10,0,6.3,3.5,1
14.25,4,0,0,10.7,0,9,2.4,1
11.83,0,0.4,0,11.3,0,7.5,2.5,1
17.41,0,0.7,0,12.5,0,9,2.2,1
15.79,0,0.3,0,8.5,0,7.2,2.3,1
19.62,0,6.7,0,13,0,4.6,-2,1
13.96,0,4.8,0,10.8,0,4.2,0.6,1
10.83,0,5,0,11.2,0,4.2,-2.5,1
5.88,0,0.1,0,7,0,1.6,-8,1
9.62,0,0,0,6.4,0,2.1,-5,1
7.25,1,0.2,0,5.5,1,-1.5,-11,1
12.12,0,4.2,0,11,1,-2.5,-12.3,1
16.79,0,1,0,6.1,0,3.1,-3.9,1
14.42,0,4.3,0,10.8,0,3,-4.3,1
20.91,0,6.5,0,10.8,0,3.2,-3.5,1
19.5,0,0.5,0,6.2,0,2,-4.9,1
10.92,0,16.1,0,9.2,0,3.5,-3.9,1
13.17,1,0.2,0,8.8,0,4,-0.2,1
10.25,0,5.2,0,10.2,0,1,-8.1,1
6.67,0,7.1,0,9.4,0,5.2,-0.2,1
14.75,4,0,0,9.4,0,0,-5.5,1
7.87,0,3.5,0,12.5,0,2.5,-5.2,1
14.92,0,1.1,0,11.8,0,5,3,1
14.58,0,0,0,11.5,0,6,-0.3,1
9.62,0,0,0,12.5,0,6,1.8,2
4.42,4,0,0,11.2,0,1,-7.4,2
6.08,4,0,0,8.9,0,2.6,-4.5,2
4.12,4,0,0,6.6,1,-0.5,-7.2,2
8.12,0,0,0,5.7,0,0.5,-6.9,2
8.46,4,0,0,6.9,0,3.6,2.736547,2
8.58,0,7.3,0,7.9,0,0.5,-8.2,2
7.54,4,0,0,8,0,5.2,0.3,2
5.21,0,0,0,8.3,0,5.1,-1.1,2
7,0,0,0,9,0,1.5,-5.6,2
5.66,0,0,0,7.5,0,4.5,-5.2,2
4.67,0,1.8,0,7,0,6,1.5,2
9.79,0,1.1,0,7,0,3.6,-4,2
4.21,0,0,0,7,0,2.5,-5,2
6.96,0,1,0,10,1,-1,-7.7,2
12.38,0,0.6,0,12.2,0,2,2.8,2
14,0,0,0,10,0,9,2.736547,2
4,4,0,0,9.3,0,3.1,-4,2
10.63,0,1.4,0,9.1,1,-2.5,-11.5,2
6,0,5.3,0,9.1,0,5,-2.5,2
5.21,4,0,0,10.6,0,6.4,0.5,2
7.92,0,0.2,0,10.6,0,1.7,-1,2
6.96,0,0.3,0,11.3,0,7.6,3.5,2
6.34,0,0,0,13,0,8,0,2
9.21,0,0,0,9.4,0,6.3,-2,2
9.25,0,0,0,8,0,5.2,-4.5,2
7.87,0,0,0,8.5,0,3.5,2.736547,2
7.92,0,1.5,0,9.4,1,-0.4,-9.6,2
10.13,0,1.4,0,10,0,5,2,3
10,0,6.7,0,11.8,0,5,0.9,3
7.38,0,0.9,0,13,0,6.5,-5,3
1.63,4,0,0,10.4,0,2.2,-5.9,3
4.88,4,0,0,11.7,0,1.2,-4.9,3
14.46,0,2.5,0,13.8,0,3.5,2.736547,3
14,0,0.8,0,10.4,0,5.5,-1.8,3
5.33,4,0,0,10.5,0,3.6,-4.2,3
10.08,0,1.4,0,8.5,1,-0.4,-10,3
12.96,0,3.2,0,9,0,0.4,-8.8,3
19.29,0,2.9,0,7,0,3.7,-1,3
10.75,0,1.8,0,6.5,0,5.5,-0.6,3
7.62,0,0,0,7,0,4.8,-2,3
6.46,0,0.8,0,6,0,1.1,-6.5,3
7.83,0,2.8,0,8.5,0,2,-4.5,3
5.58,0,2.6,0,5.1,0,2.7,-5.3,3
7.79,4,0,0,7,0,1.7,-5,3
10.5,4,0,0,6.3,0,4.2,-2.5,3
9.62,0,0,0,6.5,0,2.3,2.736547,3
8.71,0,0,0,8.9,0,2.1,-8.5,3
11.12,0,2.3,0,8.3,0,2,-7,3
10.92,4,0,0,10.2,0,2.5,-4.9,3
10.63,0,0.2,0,10.2,0,3,-5.2,3
11.67,0,0,0,10.1,0,5.2,-1.5,3
10.88,0,2.1,0,12,0,5.6,0.6,3
7.33,0,1.3,0,4.8,0,3.1,-0.1,3
10.17,0,1.9,0,5,1,-0.6,-6.7,3
9.42,0,1.2,0,6.3,1,-2.1,-8.9,3
9.62,0,0.5,0,7.1,0,1,-5.5,3
8.58,0,0,0,7.7,0,2.9,-1.4,3
9.46,4,0,0,11.4,0,2.9,-0.6,3
11.71,0,5.7,0,10.8,0,3.3,-4.8,4
10.75,0,1.5,0,9.8,0,5.9,2.1,4
11.79,0,2,0,8.7,0,1,-5,4
9.79,0,0.7,0,7.6,0,1.4,-4.5,4
7,4,0,0,6.1,0,2.1,-5,4
8.33,0,0.5,0,8.9,0,2.5,-4.9,4
17.71,4,0,0,10,0,4.9,0,4
15.92,4,0,0,6.2,0,0.1,-5.5,4
10.54,0,1.2,0,7.6,1,-1.2,-7.9,4
11.79,4,0,0,11,0,1.3,-5,4
12.83,0,0.8,0,11.7,0,5.1,0.5,4
10.29,0,0.1,0,13.7,0,8.2,4.5,4
9.08,0,1.7,0,15.4,0,10.4,4,4
10,0,3.8,0,13.2,0,8.5,3.7,4
4.46,4,0,0,14.4,0,7.2,-0.5,4
5.54,0,2,0,14.5,0,5.9,-3.2,4
8.38,4,0,0,16.2,0,9.6,3.2,4
6.79,4,0,0,13.9,0,3.1,2.736547,4
9.79,0,0.3,0,12.7,0,4.2,-5,4
11.38,0,5.4,0,14,0,6.2,1,4
4.67,0,2,0,15.4,0,10,1.6,4
4.04,4,0,0,15,0,10.6,4.2,4
2.54,4,0,0,15.1,0,8,2.736547,4
1.21,4,0,0,16.9,0,6.2,-2.9,4
1.87,4,0,0,18.3,0,7.1,-1,4
3.08,0,9.8,0,17.1,0,9.5,1.4,4
4.83,4,0,0,11.9,0,6.2,0.8,4
7.21,0,4.6,0,11.3,0,3.4,-2.8,4
12.96,0,1,0,10,0,4.9,-1.4,4
10.41,0,9.6,0,12.2,0,2.9,-3,4
13.88,0,3,0,12.4,0,7.2,3.1,5
4.38,0,7.9,0,9.6,0,6.9,2.9,5
2.54,4,0,0,13.7,0,2.6,-4,5
0.92,0,0,0,14.2,0,3.6,-3,5
5.63,0,0,0,12.2,0,6.4,-1,5
6.96,0,0,0,13.5,0,7.2,-3.1,5
12.04,0,0,0,15.9,0,6.6,-2.8,5
11.08,0,4.2,0,10.9,0,10,1.7,5
7.41,0,16.8,0,10.8,0,7.1,4.9,5
9.54,4,0,0,10.9,0,7.2,3.2,5
5.33,0,2.8,0,13,0,3.3,-2,5
7.33,0,0.5,0,13.6,0,8.2,2.736547,5
2.13,0,2,0,15.7,0,8.7,4.1,5
6.21,0,0.7,0,10.7,0,8.1,2.2,5
7.87,4,0,0,12.4,0,6.6,1.3,5
3.13,0,0,0,13.3,0,2.1,-5,5
2.21,0,0,0,14.9,0,2.8,-5,5
3.92,0,0,0,16.7,0,1.4,-3.5,5
4.04,0,0,0,17.2,0,6,-1.5,5
2.54,0,0,0,19.6,0,6.8,-0.2,5
3.71,0,0,0,16.6,0,6.1,-1,5
6.21,0,0,0,12.9,0,3.6,-3.9,5
5.88,0,0,0,14.4,0,2.7,-4,5
5.71,0,0,0,12.2,0,3.5,-3.8,5
7.96,0,0,0,12.9,0,2.6,0.5,5
9.62,0,0,0,15.1,0,9.2,3.2,5
9.92,0,0,0,15.2,0,7.2,-1,5
6.87,0,0,0,15.6,0,7.9,-0.6,5
3.92,0,0,0,14.9,0,3.6,-0.5,5
5.33,0,0,0,12.2,0,9.3,-3.4,5
3,0,0,0,13.4,0,1.6,-7,5
8.38,0,2.1,0,13,0,2.8,-4.8,6
17.21,0,0.4,0,12,0,4.1,-4,6
5.91,0,2.2,0,14.6,0,3.2,-4,6
3.75,0,1,0,18.3,0,4.4,-3.5,6
9.13,4,0,0,20.7,0,9.2,7.1,6
7.46,0,0,0,21.7,0,12.8,4,6
2.88,0,0,0,21.2,0,14.6,7.3,6
3.92,0,0,0,21.7,0,10.2,1.1,6
4.58,0,0,0,21.1,0,10.4,1.6,6
1.58,0,0,0,22.5,0,10.1,0.5,6
1.58,0,0,0,24,0,10.6,0.6,6
3.75,0,0,0,19.4,0,13.1,4.5,6
7.58,0,0,0,20.3,0,10.2,4,6
9,0,0,0,17.9,0,13.5,7.2,6
5.63,0,2.2,0,15.8,0,8.2,1,6
3.33,0,5,0,15.6,0,7.7,-2,6
4.42,4,0,0,18.1,0,8.4,1.6,6
10.46,0,0,0,19.9,0,12.2,7,6
11.71,0,0,0,22.2,0,14.4,5.7,6
4.42,0,0,0,18.9,0,15.6,7.2,6
3.54,0,0,0,20.3,0,11.3,7.3,6
2.5,0,0,0,20.2,0,9.9,7.1,6
6.04,0,0,0,23.2,0,12.7,6,6
4.08,0,0,0,19.2,0,14,4.2,6
1.79,0,0.6,0,19.6,0,10.9,6.8,6
5.46,0,0,0,18.1,0,12.8,4.4,6
6.87,0,0,0,17.8,0,7.6,6.1,6
6.04,0,0,0,17.1,0,10.2,2.7,6
1.83,0,0,0,18.7,0,6.7,7.6,6
1.63,0,0,0,21.7,0,11,7.2,6
2.92,0,0,0,22.5,0,11.3,11.1,7
4.79,0,0,0,23.5,0,10.6,11.6,7
3.96,0,0,0,23.8,0,10.2,11.3,7
4.12,0,0,0,21.2,0,12.7,9.8,7
4.71,0,0,0,21.1,0,12.1,10.5,7
4.63,0,0,0,22.2,0,11,2.736547,7
8.5,0,0.5,0,19,0,13.9,12,7
8.67,0,0.5,0,18,0,13.9,8.4,7
8.29,0,9.7,0,20.1,0,13.7,8.7,7
6.67,0,1.8,0,21.3,0,14.6,10.7,7
9.13,4,0,0,21.1,0,15.7,10.6,7
5.96,0,1,0,20.2,0,12.2,11.3,7
6.58,0,0.1,0,23.6,0,14.8,14.5,7
10.71,0,1,0,23.1,0,16.8,15.7,7
14.37,0,0.6,0,22,0,13.7,11.2,7
2.79,0,0,0,19.5,0,14.5,13.9,7
5.21,0,0.9,0,20.3,0,13,11.7,7
8.54,0,0.9,0,23,0,15.4,11.7,7
9.79,0,0,0,21.6,0,14.3,12.3,7
13.79,0,0,0,18.8,0,12.6,9.8,7
17.29,0,6.1,0,17.8,0,15.4,14.3,7
14.62,0,0.7,0,17.3,0,11.3,8.7,7
13.75,0,0.8,0,17.5,0,9.9,6.7,7
9.59,4,0,0,19.5,0,12,9.6,7
9.46,0,0,0,23.5,0,14.6,12.1,7
4.08,0,0,0,21.4,0,12.4,8.5,7
5.83,0,0.2,0,25.1,0,14.9,9.6,7
6.04,0,5,0,22.4,0,17.2,14.9,7
3.75,0,0.4,0,18.7,0,14,13.1,7
6.04,0,0,0,19.4,0,9.2,4,7
2.71,0,0,0,21.2,0,10.1,4.5,8
3.33,0,0,0,19.5,0,10.6,5,8
4.38,0,0,0,25.7,0,13.1,9.1,8
3.83,0,0.1,0,25.8,0,16.5,10,8
7.75,0,3.2,0,24,0,16.4,11.3,8
9.46,4,0,0,22.3,0,13.8,13,8
4.83,0,0,0,22.4,0,14.9,8.2,8
4.83,0,12,0,22.5,0,12.8,13,8
5.29,4,0,0,18.4,0,12.6,11.5,8
0.92,4,0,0,20.2,0,14.9,10,8
2.75,4,0,0,22.4,0,13.6,11,8
5.88,4,0,0,18.8,0,12.7,7.7,8
2.62,0,0.3,0,21.2,0,14.9,10.6,8
3.25,4,0,0,21.7,0,12.1,6.8,8
5.75,0,0,0,20.2,0,15,11.5,8
9.54,4,0,0,20.6,0,12.8,9.2,8
2.79,0,1.2,0,20.4,0,9,4,8
5.33,0,2.1,0,19.4,0,15,11.9,8
8.38,4,0,0,23.3,0,13.2,8,8
11.5,0,2.4,0,21.2,0,14.4,10.6,8
8.42,0,0.1,0,18.6,0,9.6,5,8
9.42,0,0.3,0,18.3,0,11.7,8,8
6.29,0,0.2,0,20.9,0,8.9,3.3,8
6.34,4,0,0,21,0,10.9,5.6,8
5,0,0.3,0,21,0,13.1,9,8
2.46,4,0,0,24.6,0,13,13.7,8
3,4,0,0,22.7,0,15.9,10.9,8
3.17,0,0,0,23.6,0,13.6,8.2,8
8.29,0,3,0,17.2,0,14.6,11,8
14,0,0.4,0,16.8,0,9.4,4.5,8
6.42,0,0,0,20,0,9.8,5.9,8
5.5,0,0,0,21.6,0,10.7,5.6,9
7.46,0,0,0,19.6,0,14.2,3,9
6.54,0,0,0,18.7,0,8.4,3.1,9
9.71,0,0,0,17.4,0,6.3,0.1,9
7.04,0,0.6,0,18.1,0,12.9,10,9
5.09,0,1.3,0,18.1,0,13.4,9,9
4.96,4,0,0,17.4,0,12.1,6.6,9
10,0,0.8,0,17.9,0,13.1,9.5,9
11.5,0,3.4,0,18,0,12.6,7.9,9
9.33,0,2.9,0,16.6,0,10.5,5,9
